Sağlık Tesisi Adı;Tesis Türü;X Koordinatı;Y Koordinatı
MERAM 55 NOLU DERE AİLE SAĞLIĞI MERKEZİ;ASM;37.857427;32.401086
MERAM 57 NOLU KAŞINHANI AİLE SAĞLIĞI MERKEZİ;ASM;37.700252;32.586291
MERAM 59 NOLU LALEBAHÇE AİLE SAĞLIĞI MERKEZİ;ASM;37.834911;32.434558
MERAM 76 NOLU MAHMURİYE AİLE SAĞLIĞI MERKEZİ;ASM;37.865783;32.478522
MERAM 77 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.846277;32.438369
MERAM ÇAYIRBAĞI AİLE SAĞLIĞI MERKEZİ;ASM;37.763608;32.374944
MERAM KIZILÖREN AİLE SAĞLIĞI MERKEZİ;ASM;37.871591;32.115933
SARAYÖNÜ LADİK HALICI AİLE SAĞLIĞI MERKEZİ;ASM;38.190463;32.381888
SELÇUKLU 58 NOLU HOCACİHAN AİLE SAĞLIĞI MERKEZİ;ASM;37.89163249947131;32.44077598378261
HÜYÜK KIRELİ AİLE SAĞLIĞI MERKEZİ;ASM;37.921666;31.537777
ILGIN YUKARIÇİĞİL AİLE SAĞLIĞI MERKEZİ;ASM;38.061569;31.892747
KADINHANI KOLUKISA AİLE SAĞLIĞI MERKEZİ;ASM;38.512616;32.261141
KARAPINAR 02 NOLU HACI NURİ NOYAN AİLE SAĞLIĞI MERKEZİ;ASM;37.711541;33.550866
KARATAY 12 NOLU ULUIRMAK AİLE SAĞLIĞI MERKEZİ;ASM;37.859455;32.505783
KARATAY 36 NOLU KARKENT AİLE SAĞLIĞI MERKEZİ;ASM;37.899458;32.522055
KARATAY 51 NOLU KARAKULAK AİLE SAĞLIĞI MERKEZİ;ASM;37.846541;32.524297
KARATAY 85 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.809313;32.527708
KARATAY 89 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.8519694444444;32.6130472222222
KULU ZİNCİRLİKUYU AİLE SAĞLIĞI MERKEZİ;ASM;38.929347;33.113361
MERAM TOKİ 65 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.744147;32.406883
MERAM 24 NOLU ALPASLAN AİLE SAĞLIĞI MERKEZİ;ASM;37.835933;32.505530
MERAM 40 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.872119;32.459627
MERAM 54 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.848941;32.451702
SARAYÖNÜ ÇEŞMELİSEBİL AİLE SAĞLIĞI MERKEZİ;ASM;38.622411;32.549097
TUZLUKÇU MERKEZ AİLE SAĞLIĞI MERKEZİ;ASM;38.473048;31.628310
BEYŞEHİR 06 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.680508;31.724352
ÇUMRA TÜRKMENCAMİLİ AİLE SAĞLIĞI MERKEZİ;ASM;37.531113;32.921086
EREĞLİ 10 NOLU TOKİ AİLE SAĞLIĞI MERKEZİ;ASM;37.457113;34.054149
ILGIN ARGITHANI AİLE SAĞLIĞI MERKEZİ;ASM;38.292200;31.706508
KARATAY 09 NOLU 70. YIL KARAASLAN AİLE SAĞLIĞI MERKEZİ;ASM;37.819272;32.522249
MERAM HATUNSARAY AİLE SAĞLIĞI MERKEZİ;ASM;37.591458;32.345911
MERAM 49 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.866516;32.499180
SELÇUKLU 06 NOLU 75. YIL AİLE SAĞLIĞI MERKEZİ;ASM;37.937948;32.499945
SELÇUKLU 62 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.904822;32.482097
SEYDİŞEHİR GEVREKLİ AİLE SAĞLIĞI MERKEZİ;ASM;37.542380;31.884269
YUNAK 02 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;38.814900;31.738813
BEYŞEHİR 7 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.70164591210747;31.743747540299147
MERAM 91 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.797699;32.41565467312724
KARATAY 90 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.8157694444444;32.6065888888889
KARATAY 33 NOLU SARAÇOĞLU AİLE SAĞLIĞI MERKEZİ;ASM;37.828405;32.557680
92 NOLU EĞİTİM AİLE SAĞLIĞI MERKEZİ;ASM;37.936306817364574;32.51009214581352
KARAPINAR 04 NOLU AİLE SAĞLIĞI MERKEZİ;ASM;37.72130870137541;33.52347999982369
KONYA NUMUNE HASTANESİ;HASTANE;37.8794901602665;32.49025008777596
MERAM DEVLET HASTANESİ;HASTANE;37.86181603501556;32.44565314166037
Dr.Ali Kemal Belviranlı Kadın Doğum ve Çocuk Hastalıkları Hastanesi;HASTANE;37.913133049382566;32.50444132457757
Konya Ağız Ve Diş Sağlığı Hastanesi;HASTANE;37.951533652751024;32.50039221695666
Beyhekim Ağız ve Diş Sağlığı Merkezi;HASTANE;37.87256537087764;32.48695945700202
Karatay Ağız ve Diş Sağlığı Merkezi;HASTANE;37.86753218046678;32.50359823728773
Konya Şehir Hastanesi;HASTANE;37.858151866028074;32.55105675884894
Beyhekim Eğitim ve Araştırma Hastanesi;HASTANE;37.98879741577448;32.48420998768691
Akşehir Devlet Hastanesi;HASTANE;38.345354483760595;31.44291939379887
Beyşehir Devlet Hastanesi;HASTANE;37.66773826889744;31.737662968644617
Bozkır Devlet Hastanesi;HASTANE;37.189643561384685;32.22875022020097
Cihanbeyli Devlet Hastanesi;HASTANE;38.66619397324635;32.922046368664645
Çumra Devlet Hastanesi;HASTANE;37.57236561837898;32.746285278441974
Doğanhisar Devlet Hastanesi;HASTANE;38.14191294092718;31.685225005441417
Ereğli Devlet Hastanesi;HASTANE;37.46982070788075;34.04575556068865
HADİM DEVLET HASTANESİ;HASTANE;36.98853688869762;32.46437417256309
Hüyük Devlet Hastanesi;HASTANE;37.959186662745324;31.586937685838986
ILGIN DEVLET HASTANESİ;HASTANE;38.28431312053543;31.895226525368614
Refik Saime Koyuncu Kadınhanı Devlet Hastanesi;HASTANE;38.238491471066865;32.23364045331473
Karapınar Devlet Hastanesi;HASTANE;37.71551518403117;33.54705279563358
Kulu Devlet Hastanesi;HASTANE;39.08943044417105;33.070885234296114
Sarayönü Devlet Hastanesi;HASTANE;38.261051919343835;32.40848809933905
Seydişehir Devlet Hastanesi;HASTANE;37.42968181600815;31.831454880286543
HACI İZZET BAYSAL YUNAK DEVLET HASTANESİ;HASTANE;38.82071483335164;31.72830300730253
Ereğli Ağız Ve Diş Sağlığı Merkezi;HASTANE;37.46948220679;34.043138697475925
Akşehir Ağız ve Diş Sağlığı Merkezi;HASTANE;38.35485791412752;31.4210336974937
Altınekin Devlet Hastanesi;HASTANE;38.30857354838459;32.86710013428016
İçeriçumra İlçe Devlet Hastanesi;HASTANE;37.61844058025067;32.73160067089664
Derebucak İlçe Hastanesi;HASTANE;37.390817939586526;31.503991505426423
Emirgazi İlçe Devlet Hastanesi;HASTANE;37.89201698687153;33.8311333486367
Akören İlçe Hastanesi;HASTANE;37.45011632298819;32.36270986714302
Çeltik İlçe Devlet Hastanesi;HASTANE;39.02060409005571;31.792215986827262
Derbent İlçeDevlet Hastanesi;HASTANE;38.01378119299534;32.01012338983848
Tuzlukçu Şehit Halim Ünal İlçe Devlet Hastanesi;HASTANE;38.47607713096339;31.62659010672846
Taşkent İlçe Devlet Hastanesi;HASTANE;36.92527746191592;32.49509400545245
Güneysınır İlçe Devlet Hastanesi;HASTANE;37.296382951118076;32.718545867366764
Yeniceoba Entegre Devlet Hastanesi;HASTANE;38.87400374491499;32.79039689558398
